"id_dtienda","nombre","unidades","anio","mes","semana","dia"
1,"Sugar - Brown, Individual","1350",2021,6,25,4
1,"Chicken - Diced, Cooked","1350",2021,6,25,4
1,"Banana","1350",2021,6,25,4
1,"Cardamon Ground","1350",2021,6,25,4
1,"Mints - Striped Red","1350",2021,6,25,4
1,"Wine - Trimbach Pinot Blanc","1350",2021,6,25,4
1,"Pasta - Angel Hair","1350",2021,6,25,4
1,"Sambuca - Ramazzotti","1350",2021,6,25,4
1,"Oregano - Dry, Rubbed","1350",2021,6,25,4
1,"Wine - Marlbourough Sauv Blanc","1350",2021,6,25,4
1,"Beef - Rib Roast, Capless","1350",2021,6,25,4
1,"Bagel - Whole White Sesame","1350",2021,6,25,4
1,"Amaretto","1350",2021,6,25,4
1,"Carbonated Water - Peach","1350",2021,6,25,4
1,"Sugar - Splenda Sweetener","1350",2021,6,25,4
1,"Juice - Apple, 341 Ml","1350",2021,6,25,4
1,"Orange - Tangerine","1350",2021,6,25,4
1,"Tomatoes - Vine Ripe, Yellow","1350",2021,6,25,4
1,"Squash - Acorn","1350",2021,6,25,4
1,"Papadam","1350",2021,6,25,4
1,"Pepper - Red Bell","1350",2021,6,25,4
1,"Coffee Cup 8oz 5338cd","1350",2021,6,25,4
1,"Spaghetti Squash","1350",2021,6,25,4
1,"Potatoes - Fingerling 4 Oz","1350",2021,6,25,4
1,"Wine - White, Gewurtzraminer","1350",2021,6,25,4
1,"Carbonated Water - Strawberry","1350",2021,6,25,4
1,"Fruit Salad Deluxe","1350",2021,6,25,4
1,"Lemonade - Strawberry, 591 Ml","1350",2021,6,25,4
1,"Curry Powder Madras","1350",2021,6,25,4
1,"Wine - Ej Gallo Sonoma","1350",2021,6,25,4
1,"Basil - Primerba, Paste","1350",2021,6,25,4
1,"Bar - Granola Trail Mix Fruit Nut","1350",2021,6,25,4
1,"Pepper - Roasted Red","1350",2021,6,25,4
1,"Cheese - Pont Couvert","1350",2021,6,25,4
1,"Nantucket Orange Juice","1350",2021,6,25,4
1,"Tart Shells - Savory, 2","1350",2021,6,25,4
1,"Tortillas - Flour, 10","1350",2021,6,25,4
1,"Wine - Red, Concha Y Toro","1350",2021,6,25,4
1,"Pasta - Fusili, Dry","1350",2021,6,25,4
1,"Zucchini - Green","1350",2021,6,25,4
1,"Chilli Paste, Hot Sambal Oelek","1350",2021,6,25,4
1,"Foam Cup 6 Oz","1350",2021,6,25,4
1,"Spice - Onion Powder Granulated","1350",2021,6,25,4
1,"Hipnotiq Liquor","1350",2021,6,25,4
1,"Muffin Mix - Banana Nut","1350",2021,6,25,4
1,"Island Oasis - Magarita Mix","1350",2021,6,25,4
1,"Muffin Hinge 117n","1350",2021,6,25,4
1,"Snapple Raspberry Tea","1350",2021,6,25,4
1,"Wine - White, Lindemans Bin 95","1350",2021,6,25,4
1,"Coffee - Frthy Coffee Crisp","1350",2021,6,25,4
1,"Ice Cream - Super Sandwich","1350",2021,6,25,4
1,"Olives - Nicoise","1350",2021,6,25,4
1,"Saskatoon Berries - Frozen","1350",2021,6,25,4
1,"Coffee - Irish Cream","1350",2021,6,25,4
1,"Madeira","1350",2021,6,25,4
1,"Soup - Campbells Beef Stew","1350",2021,6,25,4
1,"Shark - Loin","1350",2021,6,25,4
1,"Cheese - St. Paulin","1350",2021,6,25,4
1,"Shrimp - Black Tiger 26/30","1350",2021,6,25,4
1,"Cheese - Cottage Cheese","1350",2021,6,25,4
1,"Wine - Bourgogne 2002, La","1350",2021,6,25,4
1,"Bar Mix - Lime","1350",2021,6,25,4
1,"Chocolate Liqueur - Godet White","1350",2021,6,25,4
1,"Garlic - Peeled","1350",2021,6,25,4
1,"Salmon Atl.whole 8 - 10 Lb","1350",2021,6,25,4
1,"Bread - Multigrain Oval","1350",2021,6,25,4
1,"Bols Melon Liqueur","1350",2021,6,25,4
1,"Soup - Campbells Chili Veg","1350",2021,6,25,4
1,"Meldea Green Tea Liquor","1350",2021,6,25,4
1,"Wine - Zinfandel California 2002","1350",2021,6,25,4
1,"French Pastries","1350",2021,6,25,4
1,"Trueblue - Blueberry","1350",2021,6,25,4
1,"Basil - Pesto Sauce","1350",2021,6,25,4
1,"Nantucket - Pomegranate Pear","1350",2021,6,25,4
1,"Roe - Flying Fish","1350",2021,6,25,4
1,"Wine - Magnotta - Pinot Gris Sr","1350",2021,6,25,4
1,"Apricots - Halves","1350",2021,6,25,4
1,"Pepper - Orange","1336",2021,6,25,5
1,"Snapple Raspberry Tea","668",2021,6,25,5
1,"Meldea Green Tea Liquor","668",2021,6,25,5
1,"Tart Shells - Savory, 2","668",2021,6,25,5
1,"Beef - Rib Roast, Capless","668",2021,6,25,5
1,"Juice - Apple, 341 Ml","668",2021,6,25,5
1,"Foam Cup 6 Oz","668",2021,6,25,5
1,"Cheese - St. Paulin","668",2021,6,25,5
1,"Bagel - Whole White Sesame","668",2021,6,25,5
1,"Slt - Individual Portions","668",2021,6,25,5
1,"Coffee - Irish Cream","668",2021,6,25,5
1,"Basil - Primerba, Paste","668",2021,6,25,5
1,"Lobster - Canned Premium","668",2021,6,25,5
1,"Wine - White, Gewurtzraminer","668",2021,6,25,5
1,"Amaretto","668",2021,6,25,5
1,"Curry Powder Madras","668",2021,6,25,5
1,"Wine - Red, Concha Y Toro","668",2021,6,25,5
1,"Cognac - Courvaisier","668",2021,6,25,5
1,"Sugar - Brown, Individual","668",2021,6,25,5
1,"Nantucket - Pomegranate Pear","668",2021,6,25,5
1,"Fruit Salad Deluxe","668",2021,6,25,5
1,"Chilli Paste, Hot Sambal Oelek","668",2021,6,25,5
1,"Coffee Cup 8oz 5338cd","668",2021,6,25,5
1,"Cheese - Pont Couvert","668",2021,6,25,5
1,"Wine - Bourgogne 2002, La","668",2021,6,25,5
1,"Chicken - Diced, Cooked","668",2021,6,25,5
1,"Sambuca - Ramazzotti","668",2021,6,25,5
1,"Basil - Pesto Sauce","668",2021,6,25,5
1,"Bols Melon Liqueur","668",2021,6,25,5
1,"Mints - Striped Red","668",2021,6,25,5
1,"Pasta - Detalini, White, Fresh","668",2021,6,25,5
1,"Sobe - Cranberry Grapefruit","668",2021,6,25,5
1,"Wine - Magnotta - Pinot Gris Sr","668",2021,6,25,5
1,"Quail - Jumbo Boneless","668",2021,6,25,5
1,"Cheese - Cottage Cheese","668",2021,6,25,5
1,"Nantucket Orange Juice","668",2021,6,25,5
1,"Beets - Golden","668",2021,6,25,5
1,"Muffin Hinge 117n","668",2021,6,25,5
1,"Bread - Multigrain Oval","668",2021,6,25,5
1,"Apricots - Halves","668",2021,6,25,5
1,"Oregano - Dry, Rubbed","668",2021,6,25,5
1,"Olives - Nicoise","668",2021,6,25,5
1,"Ice Cream - Super Sandwich","668",2021,6,25,5
1,"Pasta - Fusili, Dry","668",2021,6,25,5
1,"Pepper - Red Bell","668",2021,6,25,5
1,"Wine - Ej Gallo Sonoma","668",2021,6,25,5
1,"Carbonated Water - Strawberry","668",2021,6,25,5
1,"Bar Mix - Lime","668",2021,6,25,5
1,"Crab Brie In Phyllo","668",2021,6,25,5
1,"Wine - White, Lindemans Bin 95","668",2021,6,25,5
1,"Wine - Marlbourough Sauv Blanc","668",2021,6,25,5
1,"Garlic - Peeled","668",2021,6,25,5
1,"Trueblue - Blueberry","668",2021,6,25,5
1,"Wine - Zinfandel California 2002","668",2021,6,25,5
1,"Flower - Commercial Bronze","668",2021,6,25,5
1,"Coffee - Frthy Coffee Crisp","668",2021,6,25,5
1,"Orange - Tangerine","668",2021,6,25,5
1,"Zucchini - Green","668",2021,6,25,5
1,"Roe - Flying Fish","668",2021,6,25,5
1,"Saskatoon Berries - Frozen","668",2021,6,25,5
1,"Lemonade - Strawberry, 591 Ml","668",2021,6,25,5
1,"Banana","668",2021,6,25,5
1,"Papadam","668",2021,6,25,5
1,"Wine - Trimbach Pinot Blanc","668",2021,6,25,5
1,"Honey - Liquid","668",2021,6,25,5
1,"Tomatoes - Vine Ripe, Yellow","668",2021,6,25,5
1,"Spice - Onion Powder Granulated","668",2021,6,25,5
1,"Dome Lid Clear P92008h","668",2021,6,25,5
1,"Seabream Whole Farmed","668",2021,6,25,5
1,"Sugar - Splenda Sweetener","668",2021,6,25,5
1,"French Pastries","668",2021,6,25,5
1,"Potatoes - Fingerling 4 Oz","668",2021,6,25,5
1,"Spaghetti Squash","668",2021,6,25,5
1,"Puree - Raspberry","668",2021,6,25,5
1,"Carbonated Water - Peach","668",2021,6,25,5
1,"Pasta - Angel Hair","668",2021,6,25,5
1,"Muffin Mix - Banana Nut","668",2021,6,25,5
1,"Bar - Granola Trail Mix Fruit Nut","668",2021,6,25,5
1,"Squash - Acorn","668",2021,6,25,5
1,"Salmon Atl.whole 8 - 10 Lb","668",2021,6,25,5
1,"The Pop Shoppe - Grape","668",2021,6,25,5
1,"Chocolate Liqueur - Godet White","668",2021,6,25,5
1,"Lamb Shoulder Boneless Nz","668",2021,6,25,5
1,"Pepper - Roasted Red","668",2021,6,25,5
1,"Shark - Loin","668",2021,6,25,5
1,"Tortillas - Flour, 10","668",2021,6,25,5
1,"Shrimp - Black Tiger 26/30","668",2021,6,25,5
1,"Remy Red Berry Infusion","668",2021,6,25,5
1,"Lid - 3oz Med Rec","668",2021,6,25,5
1,"Island Oasis - Magarita Mix","668",2021,6,25,5
1,"Soup - Campbells Beef Stew","668",2021,6,25,5
1,"Hipnotiq Liquor","668",2021,6,25,5
1,"Cardamon Ground","668",2021,6,25,5
1,"Ecolab - Medallion","668",2021,6,25,5
1,"Bread - Corn Muffaletta","668",2021,6,25,5
1,"Madeira","668",2021,6,25,5
1,"Soup - Campbells Chili Veg","668",2021,6,25,5
1,"Crab - Claws, 26 - 30","668",2021,6,25,5
1,"Chocolate - Feathers","668",2021,6,25,5
1,"Pepper - Orange","578",2021,6,25,6
1,"Pepper - Roasted Red","289",2021,6,25,6
1,"Apricots - Halves","289",2021,6,25,6
1,"Banana","289",2021,6,25,6
1,"Squash - Acorn","289",2021,6,25,6
1,"French Pastries","289",2021,6,25,6
1,"Zucchini - Green","289",2021,6,25,6
1,"Wine - Zinfandel California 2002","289",2021,6,25,6
1,"Nantucket Orange Juice","289",2021,6,25,6
1,"Coffee Cup 8oz 5338cd","289",2021,6,25,6
1,"Tart Shells - Savory, 2","289",2021,6,25,6
1,"Garlic - Peeled","289",2021,6,25,6
1,"Saskatoon Berries - Frozen","289",2021,6,25,6
1,"Crab - Claws, 26 - 30","289",2021,6,25,6
1,"Remy Red Berry Infusion","289",2021,6,25,6
1,"Meldea Green Tea Liquor","289",2021,6,25,6
1,"Coffee - Irish Cream","289",2021,6,25,6
1,"Puree - Raspberry","289",2021,6,25,6
1,"Shark - Loin","289",2021,6,25,6
1,"Bread - Corn Muffaletta","289",2021,6,25,6
1,"Nantucket - Pomegranate Pear","289",2021,6,25,6
1,"Amaretto","289",2021,6,25,6
1,"Pasta - Detalini, White, Fresh","289",2021,6,25,6
1,"Carbonated Water - Strawberry","289",2021,6,25,6
1,"Pasta - Angel Hair","289",2021,6,25,6
1,"Mints - Striped Red","289",2021,6,25,6
1,"Carbonated Water - Peach","289",2021,6,25,6
1,"Cheese - St. Paulin","289",2021,6,25,6
1,"Ecolab - Medallion","289",2021,6,25,6
1,"Bar - Granola Trail Mix Fruit Nut","289",2021,6,25,6
1,"Quail - Jumbo Boneless","289",2021,6,25,6
1,"Oregano - Dry, Rubbed","289",2021,6,25,6
1,"Orange - Tangerine","289",2021,6,25,6
1,"Pasta - Fusili, Dry","289",2021,6,25,6
1,"Chocolate Liqueur - Godet White","289",2021,6,25,6
1,"Wine - Trimbach Pinot Blanc","289",2021,6,25,6
1,"Juice - Apple, 341 Ml","289",2021,6,25,6
1,"Spice - Onion Powder Granulated","289",2021,6,25,6
1,"Beef - Rib Roast, Capless","289",2021,6,25,6
1,"Flower - Commercial Bronze","289",2021,6,25,6
1,"Ice Cream - Super Sandwich","289",2021,6,25,6
1,"Roe - Flying Fish","289",2021,6,25,6
1,"Basil - Primerba, Paste","289",2021,6,25,6
1,"Crab Brie In Phyllo","289",2021,6,25,6
1,"Lid - 3oz Med Rec","289",2021,6,25,6
1,"Madeira","289",2021,6,25,6
1,"Wine - Ej Gallo Sonoma","289",2021,6,25,6
1,"Lobster - Canned Premium","289",2021,6,25,6
1,"Cardamon Ground","289",2021,6,25,6
1,"Hipnotiq Liquor","289",2021,6,25,6
1,"Salmon Atl.whole 8 - 10 Lb","289",2021,6,25,6
1,"Tortillas - Flour, 10","289",2021,6,25,6
1,"Cheese - Pont Couvert","289",2021,6,25,6
1,"Sugar - Splenda Sweetener","289",2021,6,25,6
1,"Bols Melon Liqueur","289",2021,6,25,6
1,"Lemonade - Strawberry, 591 Ml","289",2021,6,25,6
1,"Potatoes - Fingerling 4 Oz","289",2021,6,25,6
1,"Bagel - Whole White Sesame","289",2021,6,25,6
1,"Curry Powder Madras","289",2021,6,25,6
1,"Olives - Nicoise","289",2021,6,25,6
1,"Tomatoes - Vine Ripe, Yellow","289",2021,6,25,6
1,"Muffin Mix - Banana Nut","289",2021,6,25,6
1,"Slt - Individual Portions","289",2021,6,25,6
1,"Seabream Whole Farmed","289",2021,6,25,6
1,"Chicken - Diced, Cooked","289",2021,6,25,6
1,"Lamb Shoulder Boneless Nz","289",2021,6,25,6
1,"Wine - Bourgogne 2002, La","289",2021,6,25,6
1,"Coffee - Frthy Coffee Crisp","289",2021,6,25,6
1,"Muffin Hinge 117n","289",2021,6,25,6
1,"Island Oasis - Magarita Mix","289",2021,6,25,6
1,"Foam Cup 6 Oz","289",2021,6,25,6
1,"Trueblue - Blueberry","289",2021,6,25,6
1,"Bread - Multigrain Oval","289",2021,6,25,6
1,"Fruit Salad Deluxe","289",2021,6,25,6
1,"Beets - Golden","289",2021,6,25,6
1,"Basil - Pesto Sauce","289",2021,6,25,6
1,"Chilli Paste, Hot Sambal Oelek","289",2021,6,25,6
1,"Snapple Raspberry Tea","289",2021,6,25,6
1,"Wine - White, Gewurtzraminer","289",2021,6,25,6
1,"Sugar - Brown, Individual","289",2021,6,25,6
1,"Shrimp - Black Tiger 26/30","289",2021,6,25,6
1,"Wine - Red, Concha Y Toro","289",2021,6,25,6
1,"Wine - Marlbourough Sauv Blanc","289",2021,6,25,6
1,"Chocolate - Feathers","289",2021,6,25,6
1,"Cheese - Cottage Cheese","289",2021,6,25,6
1,"Soup - Campbells Chili Veg","289",2021,6,25,6
1,"Dome Lid Clear P92008h","289",2021,6,25,6
1,"Bar Mix - Lime","289",2021,6,25,6
1,"Honey - Liquid","289",2021,6,25,6
1,"Wine - White, Lindemans Bin 95","289",2021,6,25,6
1,"Sambuca - Ramazzotti","289",2021,6,25,6
1,"The Pop Shoppe - Grape","289",2021,6,25,6
1,"Sobe - Cranberry Grapefruit","289",2021,6,25,6
1,"Papadam","289",2021,6,25,6
1,"Wine - Magnotta - Pinot Gris Sr","289",2021,6,25,6
1,"Pepper - Red Bell","289",2021,6,25,6
1,"Cognac - Courvaisier","289",2021,6,25,6
1,"Spaghetti Squash","289",2021,6,25,6
1,"Soup - Campbells Beef Stew","289",2021,6,25,6
1,"Pepper - Orange","4394",2021,6,25,7
1,"Chocolate - Feathers","2197",2021,6,25,7
1,"Slt - Individual Portions","2197",2021,6,25,7
1,"Trueblue - Blueberry","2197",2021,6,25,7
1,"Chocolate Liqueur - Godet White","2197",2021,6,25,7
