"id_dtienda","id_destanteria","nombre","unidades"
1,17,"Caryophyllaceae",4510
1,17,"Verbenaceae",3608
1,17,"Theaceae",3608
1,17,"Lametire",3608
1,17,"Astral",3608
1,17,"Lecanoraceae",3608
1,17,"Faquase",2706
1,17,"Brassicaceae",2706
1,17,"Caryphintio",2706
1,17,"Fabaceae",1804
1,17,"Poaceae",1804
1,17,"Pedaliaceae",1804
1,20,"Arthopyreniaceae",15390
1,20,"Asteraceae",13680
1,20,"Convolvulaceae",13680
1,20,"Rosaceae",11970
1,20,"Onagraceae",11970
1,20,"Rosaciale",11970
1,20,"Polemoniaceae",11970
1,20,"Caliare",10260
1,20,"Polemonia",10260
1,20,"Myrsinaceae",10260
1,20,"Dryopteridaceae",10260
1,20,"Fagaceae",8550
1,20,"Parmeliaceae",8550
1,20,"Lamiaceae",8550
1,20,"Liliaceae",8550
1,20,"Asterisc",8550
1,20,"Caryophyllaceae",8550
1,20,"Pinaceae",8550
1,20,"Astral",6840
1,20,"Verbenaceae",6840
1,20,"Lecanoraceae",6840
1,20,"Theaceae",6840
1,20,"Lametire",6840
1,20,"Brassicaceae",5130
1,20,"Faquase",5130
1,20,"Caryphintio",5130
1,20,"Pedaliaceae",3420
1,20,"Fabaceae",3420
1,20,"Poaceae",3420
2,5,"Arthopyreniaceae",1566
2,5,"Convolvulaceae",1392
2,5,"Asteraceae",1392
2,5,"Rosaceae",1218
2,5,"Onagraceae",1218
2,5,"Polemoniaceae",1218
2,5,"Rosaciale",1218
2,5,"Dryopteridaceae",1044
2,5,"Caliare",1044
2,5,"Polemonia",1044
2,5,"Myrsinaceae",1044
2,5,"Asterisc",870
2,5,"Parmeliaceae",870
2,5,"Lamiaceae",870
2,5,"Liliaceae",870
2,5,"Caryophyllaceae",870
2,5,"Fagaceae",870
2,5,"Pinaceae",870
2,5,"Lametire",696
2,5,"Theaceae",696
2,5,"Astral",696
2,5,"Verbenaceae",696
2,5,"Lecanoraceae",696
2,5,"Faquase",522
2,5,"Caryphintio",522
2,5,"Brassicaceae",522
2,5,"Poaceae",348
2,5,"Fabaceae",348
2,5,"Pedaliaceae",348
2,7,"Arthopyreniaceae",7821
2,7,"Asteraceae",6952
2,7,"Convolvulaceae",6952
2,7,"Onagraceae",6083
2,7,"Rosaceae",6083
2,7,"Polemoniaceae",6083
2,7,"Rosaciale",6083
2,7,"Dryopteridaceae",5214
2,7,"Caliare",5214
2,7,"Myrsinaceae",5214
2,7,"Polemonia",5214
2,7,"Caryophyllaceae",4345
2,7,"Liliaceae",4345
2,7,"Pinaceae",4345
2,7,"Parmeliaceae",4345
2,7,"Fagaceae",4345
2,7,"Lamiaceae",4345
2,7,"Asterisc",4345
2,7,"Lametire",3476
2,7,"Lecanoraceae",3476
2,7,"Astral",3476
2,7,"Theaceae",3476
2,7,"Verbenaceae",3476
2,7,"Caryphintio",2607
2,7,"Brassicaceae",2607
2,7,"Faquase",2607
2,7,"Pedaliaceae",1738
2,7,"Poaceae",1738
2,7,"Fabaceae",1738
2,9,"Arthopyreniaceae",4644
2,9,"Asteraceae",4128
2,9,"Convolvulaceae",4128
2,9,"Polemoniaceae",3612
2,9,"Onagraceae",3612
2,9,"Rosaceae",3612
2,9,"Rosaciale",3612
2,9,"Myrsinaceae",3096
2,9,"Caliare",3096
2,9,"Dryopteridaceae",3096
2,9,"Polemonia",3096
2,9,"Lamiaceae",2580
2,9,"Liliaceae",2580
2,9,"Asterisc",2580
2,9,"Fagaceae",2580
2,9,"Caryophyllaceae",2580
2,9,"Parmeliaceae",2580
2,9,"Pinaceae",2580
2,9,"Lecanoraceae",2064
2,9,"Theaceae",2064
2,9,"Astral",2064
2,9,"Lametire",2064
2,9,"Verbenaceae",2064
2,9,"Brassicaceae",1548
2,9,"Faquase",1548
2,9,"Caryphintio",1548
2,9,"Fabaceae",1032
2,9,"Poaceae",1032
2,9,"Pedaliaceae",1032
2,10,"Arthopyreniaceae",8307
2,10,"Asteraceae",7384
2,10,"Convolvulaceae",7384
2,10,"Rosaciale",6461
2,10,"Polemoniaceae",6461
2,10,"Rosaceae",6461
2,10,"Onagraceae",6461
2,10,"Dryopteridaceae",5538
2,10,"Caliare",5538
2,10,"Myrsinaceae",5538
2,10,"Polemonia",5538
2,10,"Pinaceae",4615
2,10,"Fagaceae",4615
2,10,"Liliaceae",4615
2,10,"Asterisc",4615
2,10,"Parmeliaceae",4615
2,10,"Lamiaceae",4615
2,10,"Caryophyllaceae",4615
2,10,"Theaceae",3692
2,10,"Lecanoraceae",3692
2,10,"Lametire",3692
2,10,"Verbenaceae",3692
2,10,"Astral",3692
2,10,"Brassicaceae",2769
2,10,"Faquase",2769
2,10,"Caryphintio",2769
2,10,"Pedaliaceae",1846
2,10,"Fabaceae",1846
2,10,"Poaceae",1846
2,12,"Arthopyreniaceae",7515
2,12,"Asteraceae",6680
2,12,"Convolvulaceae",6680
2,12,"Rosaceae",5845
2,12,"Rosaciale",5845
2,12,"Polemoniaceae",5845
2,12,"Onagraceae",5845
2,12,"Dryopteridaceae",5010
2,12,"Polemonia",5010
2,12,"Myrsinaceae",5010
2,12,"Caliare",5010
2,12,"Liliaceae",4175
2,12,"Parmeliaceae",4175
2,12,"Lamiaceae",4175
2,12,"Fagaceae",4175
2,12,"Asterisc",4175
2,12,"Pinaceae",4175
2,12,"Caryophyllaceae",4175
2,12,"Lametire",3340
2,12,"Theaceae",3340
2,12,"Verbenaceae",3340
2,12,"Astral",3340
2,12,"Lecanoraceae",3340
2,12,"Faquase",2505
2,12,"Brassicaceae",2505
2,12,"Caryphintio",2505
2,12,"Fabaceae",1670
2,12,"Poaceae",1670
2,12,"Pedaliaceae",1670
2,13,"Arthopyreniaceae",2583
2,13,"Convolvulaceae",2296
2,13,"Asteraceae",2296
2,13,"Polemoniaceae",2009
2,13,"Onagraceae",2009
2,13,"Rosaceae",2009
2,13,"Rosaciale",2009
2,13,"Myrsinaceae",1722
2,13,"Caliare",1722
2,13,"Polemonia",1722
2,13,"Dryopteridaceae",1722
2,13,"Parmeliaceae",1435
2,13,"Asterisc",1435
2,13,"Pinaceae",1435
2,13,"Lamiaceae",1435
2,13,"Caryophyllaceae",1435
2,13,"Liliaceae",1435
2,13,"Fagaceae",1435
2,13,"Lecanoraceae",1148
2,13,"Astral",1148
2,13,"Theaceae",1148
2,13,"Lametire",1148
2,13,"Verbenaceae",1148
2,13,"Brassicaceae",861
2,13,"Caryphintio",861
2,13,"Faquase",861
2,13,"Pedaliaceae",574
2,13,"Poaceae",574
2,13,"Fabaceae",574
2,16,"Arthopyreniaceae",10908
2,16,"Asteraceae",9696
2,16,"Convolvulaceae",9696
2,16,"Onagraceae",8484
2,16,"Rosaciale",8484
2,16,"Polemoniaceae",8484
2,16,"Rosaceae",8484
2,16,"Polemonia",7272
2,16,"Dryopteridaceae",7272
2,16,"Myrsinaceae",7272
2,16,"Caliare",7272
2,16,"Asterisc",6060
2,16,"Liliaceae",6060
2,16,"Lamiaceae",6060
2,16,"Fagaceae",6060
2,16,"Pinaceae",6060
2,16,"Caryophyllaceae",6060
2,16,"Parmeliaceae",6060
2,16,"Astral",4848
2,16,"Verbenaceae",4848
2,16,"Lecanoraceae",4848
2,16,"Lametire",4848
2,16,"Theaceae",4848
2,16,"Faquase",3636
2,16,"Caryphintio",3636
2,16,"Brassicaceae",3636
2,16,"Poaceae",2424
2,16,"Fabaceae",2424
2,16,"Pedaliaceae",2424
