"id_dtienda","id_destanteria","nombre","unidades","anio","mes","semana","dia"
1,8,"Chocolate Liqueur - Godet White",1220,2021,6,25,1
1,8,"Chocolate - Feathers",1220,2021,6,25,1
1,8,"Chilli Paste, Hot Sambal Oelek",1220,2021,6,25,1
1,20,"Soup - Campbells Beef Stew",1220,2021,6,25,1
1,20,"Beets - Golden",1220,2021,6,25,1
1,8,"Chicken - Diced, Cooked",1220,2021,6,25,1
1,8,"Cheese - St. Paulin",1220,2021,6,25,1
1,8,"Cheese - Pont Couvert",1220,2021,6,25,1
1,20,"Sobe - Cranberry Grapefruit",1220,2021,6,25,1
1,20,"Cheese - Cottage Cheese",1220,2021,6,25,1
1,8,"Cheese - Cottage Cheese",1220,2021,6,25,1
1,8,"Cardamon Ground",1220,2021,6,25,1
1,8,"Carbonated Water - Strawberry",1220,2021,6,25,1
1,20,"Snapple Raspberry Tea",1220,2021,6,25,1
1,20,"Chicken - Diced, Cooked",1220,2021,6,25,1
1,8,"Carbonated Water - Peach",1220,2021,6,25,1
1,8,"Bread - Multigrain Oval",1220,2021,6,25,1
1,8,"Bread - Corn Muffaletta",1220,2021,6,25,1
1,20,"Slt - Individual Portions",1220,2021,6,25,1
1,20,"Bread - Multigrain Oval",1220,2021,6,25,1
1,8,"Bols Melon Liqueur",1220,2021,6,25,1
1,8,"Beets - Golden",1220,2021,6,25,1
1,8,"Beef - Rib Roast, Capless",1220,2021,6,25,1
1,20,"Shrimp - Black Tiger 26/30",1220,2021,6,25,1
1,20,"Bols Melon Liqueur",1220,2021,6,25,1
1,8,"Basil - Primerba, Paste",1220,2021,6,25,1
1,8,"Basil - Pesto Sauce",1220,2021,6,25,1
1,8,"Bar Mix - Lime",1220,2021,6,25,1
1,20,"Shark - Loin",1220,2021,6,25,1
1,20,"Carbonated Water - Peach",1220,2021,6,25,1
1,8,"Bar - Granola Trail Mix Fruit Nut",1220,2021,6,25,1
1,8,"Banana",1220,2021,6,25,1
1,8,"Bagel - Whole White Sesame",1220,2021,6,25,1
1,20,"Seabream Whole Farmed",1220,2021,6,25,1
1,20,"Cardamon Ground",1220,2021,6,25,1
1,8,"Apricots - Halves",1220,2021,6,25,1
1,8,"Amaretto",1220,2021,6,25,1
1,20,"Cheese - Pont Couvert",1220,2021,6,25,1
1,20,"Saskatoon Berries - Frozen",1220,2021,6,25,1
1,20,"Cheese - St. Paulin",1220,2021,6,25,1
1,20,"Spice - Onion Powder Granulated",1220,2021,6,25,1
1,20,"Carbonated Water - Strawberry",1220,2021,6,25,1
1,20,"Squash - Acorn",1220,2021,6,25,1
1,20,"Sambuca - Ramazzotti",1220,2021,6,25,1
1,8,"Squash - Acorn",1220,2021,6,25,1
1,8,"Shark - Loin",1220,2021,6,25,1
1,20,"Sugar - Brown, Individual",1220,2021,6,25,1
1,8,"Pepper - Roasted Red",1220,2021,6,25,1
1,20,"Salmon Atl.whole 8 - 10 Lb",1220,2021,6,25,1
1,8,"Pepper - Red Bell",1220,2021,6,25,1
1,20,"Sugar - Splenda Sweetener",1220,2021,6,25,1
1,8,"Sugar - Brown, Individual",1220,2021,6,25,1
1,8,"Seabream Whole Farmed",1220,2021,6,25,1
1,20,"Roe - Flying Fish",1220,2021,6,25,1
1,20,"Basil - Primerba, Paste",1220,2021,6,25,1
1,20,"Tart Shells - Savory, 2",1220,2021,6,25,1
1,20,"The Pop Shoppe - Grape",1220,2021,6,25,1
1,20,"Remy Red Berry Infusion",1220,2021,6,25,1
1,8,"Sugar - Splenda Sweetener",1220,2021,6,25,1
1,8,"Soup - Campbells Beef Stew",1220,2021,6,25,1
1,20,"Tomatoes - Vine Ripe, Yellow",1220,2021,6,25,1
1,8,"Pasta - Fusili, Dry",1220,2021,6,25,1
1,20,"Quail - Jumbo Boneless",1220,2021,6,25,1
1,8,"Pasta - Detalini, White, Fresh",1220,2021,6,25,1
1,20,"Tortillas - Flour, 10",1220,2021,6,25,1
1,8,"Tart Shells - Savory, 2",1220,2021,6,25,1
1,20,"Trueblue - Blueberry",1220,2021,6,25,1
1,20,"Puree - Raspberry",1220,2021,6,25,1
1,8,"Slt - Individual Portions",1220,2021,6,25,1
1,8,"Pasta - Angel Hair",1220,2021,6,25,1
1,20,"Wine - Bourgogne 2002, La",1220,2021,6,25,1
1,8,"Papadam",1220,2021,6,25,1
1,20,"Potatoes - Fingerling 4 Oz",1220,2021,6,25,1
1,8,"The Pop Shoppe - Grape",1220,2021,6,25,1
1,20,"Wine - Ej Gallo Sonoma",1220,2021,6,25,1
1,8,"Saskatoon Berries - Frozen",1220,2021,6,25,1
1,20,"Wine - Magnotta - Pinot Gris Sr",1220,2021,6,25,1
1,20,"Pepper - Roasted Red",1220,2021,6,25,1
1,8,"Oregano - Dry, Rubbed",1220,2021,6,25,1
1,8,"Orange - Tangerine",1220,2021,6,25,1
1,20,"Wine - Marlbourough Sauv Blanc",1220,2021,6,25,1
1,8,"Tomatoes - Vine Ripe, Yellow",1220,2021,6,25,1
1,20,"Pepper - Red Bell",1220,2021,6,25,1
1,8,"Sambuca - Ramazzotti",1220,2021,6,25,1
1,20,"Wine - Red, Concha Y Toro",1220,2021,6,25,1
1,8,"Olives - Nicoise",1220,2021,6,25,1
1,20,"Wine - Trimbach Pinot Blanc",1220,2021,6,25,1
1,8,"Soup - Campbells Chili Veg",1220,2021,6,25,1
1,8,"Nantucket Orange Juice",1220,2021,6,25,1
1,20,"Pasta - Fusili, Dry",1220,2021,6,25,1
1,8,"Nantucket - Pomegranate Pear",1220,2021,6,25,1
1,8,"Tortillas - Flour, 10",1220,2021,6,25,1
1,20,"Wine - White, Gewurtzraminer",1220,2021,6,25,1
1,1,"Pepper - Orange",272,2021,6,25,1
1,1,"Wine - Marlbourough Sauv Blanc",136,2021,6,25,1
1,1,"Spice - Onion Powder Granulated",136,2021,6,25,1
1,1,"Wine - Magnotta - Pinot Gris Sr",136,2021,6,25,1
1,1,"Wine - Ej Gallo Sonoma",136,2021,6,25,1
1,1,"Squash - Acorn",136,2021,6,25,1
1,1,"Wine - Bourgogne 2002, La",136,2021,6,25,1
1,1,"Sugar - Brown, Individual",136,2021,6,25,1
1,1,"Trueblue - Blueberry",136,2021,6,25,1
1,1,"Tortillas - Flour, 10",136,2021,6,25,1
1,1,"Sugar - Splenda Sweetener",136,2021,6,25,1
1,1,"Tomatoes - Vine Ripe, Yellow",136,2021,6,25,1
1,1,"Tart Shells - Savory, 2",136,2021,6,25,1
1,1,"The Pop Shoppe - Grape",136,2021,6,25,1
1,1,"Chilli Paste, Hot Sambal Oelek",136,2021,6,25,1
1,1,"Chocolate - Feathers",136,2021,6,25,1
1,1,"Chocolate Liqueur - Godet White",136,2021,6,25,1
1,1,"Coffee Cup 8oz 5338cd",136,2021,6,25,1
1,1,"Coffee - Frthy Coffee Crisp",136,2021,6,25,1
1,1,"Coffee - Irish Cream",136,2021,6,25,1
1,1,"Cognac - Courvaisier",136,2021,6,25,1
1,1,"Crab Brie In Phyllo",136,2021,6,25,1
1,1,"Crab - Claws, 26 - 30",136,2021,6,25,1
1,1,"Chicken - Diced, Cooked",136,2021,6,25,1
1,1,"Curry Powder Madras",136,2021,6,25,1
1,1,"Cheese - St. Paulin",136,2021,6,25,1
1,1,"Dome Lid Clear P92008h",136,2021,6,25,1
1,1,"Cheese - Pont Couvert",136,2021,6,25,1
1,1,"Cheese - Cottage Cheese",136,2021,6,25,1
1,1,"Ecolab - Medallion",136,2021,6,25,1
1,1,"Cardamon Ground",136,2021,6,25,1
1,1,"Amaretto",136,2021,6,25,1
1,1,"Flower - Commercial Bronze",136,2021,6,25,1
1,1,"Carbonated Water - Strawberry",136,2021,6,25,1
1,1,"Foam Cup 6 Oz",136,2021,6,25,1
1,1,"Carbonated Water - Peach",136,2021,6,25,1
1,1,"Bread - Multigrain Oval",136,2021,6,25,1
1,1,"French Pastries",136,2021,6,25,1
1,1,"Bread - Corn Muffaletta",136,2021,6,25,1
1,1,"Fruit Salad Deluxe",136,2021,6,25,1
1,1,"Bols Melon Liqueur",136,2021,6,25,1
1,1,"Beets - Golden",136,2021,6,25,1
1,1,"Garlic - Peeled",136,2021,6,25,1
1,1,"Beef - Rib Roast, Capless",136,2021,6,25,1
1,1,"Hipnotiq Liquor",136,2021,6,25,1
1,1,"Basil - Primerba, Paste",136,2021,6,25,1
1,1,"Basil - Pesto Sauce",136,2021,6,25,1
1,1,"Honey - Liquid",136,2021,6,25,1
1,1,"Bar Mix - Lime",136,2021,6,25,1
1,1,"Ice Cream - Super Sandwich",136,2021,6,25,1
1,1,"Bar - Granola Trail Mix Fruit Nut",136,2021,6,25,1
1,1,"Banana",136,2021,6,25,1
1,1,"Island Oasis - Magarita Mix",136,2021,6,25,1
1,1,"Bagel - Whole White Sesame",136,2021,6,25,1
1,1,"Juice - Apple, 341 Ml",136,2021,6,25,1
1,1,"Apricots - Halves",136,2021,6,25,1
1,1,"Lamb Shoulder Boneless Nz",136,2021,6,25,1
1,1,"Lemonade - Strawberry, 591 Ml",136,2021,6,25,1
1,1,"Lid - 3oz Med Rec",136,2021,6,25,1
1,1,"Lobster - Canned Premium",136,2021,6,25,1
1,1,"Madeira",136,2021,6,25,1
1,1,"Meldea Green Tea Liquor",136,2021,6,25,1
1,1,"Mints - Striped Red",136,2021,6,25,1
1,1,"Muffin Hinge 117n",136,2021,6,25,1
1,1,"Muffin Mix - Banana Nut",136,2021,6,25,1
1,1,"Nantucket Orange Juice",136,2021,6,25,1
1,1,"Nantucket - Pomegranate Pear",136,2021,6,25,1
1,1,"Olives - Nicoise",136,2021,6,25,1
1,1,"Orange - Tangerine",136,2021,6,25,1
1,1,"Oregano - Dry, Rubbed",136,2021,6,25,1
1,1,"Papadam",136,2021,6,25,1
1,1,"Pasta - Angel Hair",136,2021,6,25,1
1,1,"Pasta - Detalini, White, Fresh",136,2021,6,25,1
1,1,"Pasta - Fusili, Dry",136,2021,6,25,1
1,1,"Pepper - Red Bell",136,2021,6,25,1
1,1,"Pepper - Roasted Red",136,2021,6,25,1
1,1,"Potatoes - Fingerling 4 Oz",136,2021,6,25,1
1,1,"Puree - Raspberry",136,2021,6,25,1
1,1,"Quail - Jumbo Boneless",136,2021,6,25,1
1,1,"Remy Red Berry Infusion",136,2021,6,25,1
1,1,"Roe - Flying Fish",136,2021,6,25,1
1,1,"Salmon Atl.whole 8 - 10 Lb",136,2021,6,25,1
1,1,"Sambuca - Ramazzotti",136,2021,6,25,1
1,1,"Saskatoon Berries - Frozen",136,2021,6,25,1
1,1,"Seabream Whole Farmed",136,2021,6,25,1
1,1,"Shark - Loin",136,2021,6,25,1
1,1,"Shrimp - Black Tiger 26/30",136,2021,6,25,1
1,1,"Slt - Individual Portions",136,2021,6,25,1
1,1,"Snapple Raspberry Tea",136,2021,6,25,1
1,1,"Zucchini - Green",136,2021,6,25,1
1,1,"Sobe - Cranberry Grapefruit",136,2021,6,25,1
1,1,"Wine - Zinfandel California 2002",136,2021,6,25,1
1,1,"Wine - White, Lindemans Bin 95",136,2021,6,25,1
1,1,"Soup - Campbells Beef Stew",136,2021,6,25,1
1,1,"Wine - White, Gewurtzraminer",136,2021,6,25,1
1,1,"Soup - Campbells Chili Veg",136,2021,6,25,1
1,1,"Wine - Trimbach Pinot Blanc",136,2021,6,25,1
1,1,"Wine - Red, Concha Y Toro",136,2021,6,25,1
1,1,"Spaghetti Squash",136,2021,6,25,1
1,3,"Pepper - Orange",1306,2021,6,25,3
1,8,"Pepper - Orange",954,2021,6,25,3
1,2,"Pepper - Orange",954,2021,6,25,3
1,3,"Shark - Loin",653,2021,6,25,3
1,3,"Lemonade - Strawberry, 591 Ml",653,2021,6,25,3
1,3,"Lamb Shoulder Boneless Nz",653,2021,6,25,3
1,3,"Juice - Apple, 341 Ml",653,2021,6,25,3
1,3,"Shrimp - Black Tiger 26/30",653,2021,6,25,3
1,3,"Island Oasis - Magarita Mix",653,2021,6,25,3
1,3,"Ice Cream - Super Sandwich",653,2021,6,25,3
1,3,"Honey - Liquid",653,2021,6,25,3
1,3,"Slt - Individual Portions",653,2021,6,25,3
1,3,"Tortillas - Flour, 10",653,2021,6,25,3
1,3,"Hipnotiq Liquor",653,2021,6,25,3
1,3,"Garlic - Peeled",653,2021,6,25,3
1,3,"Fruit Salad Deluxe",653,2021,6,25,3
1,3,"Snapple Raspberry Tea",653,2021,6,25,3
1,3,"Zucchini - Green",653,2021,6,25,3
1,3,"French Pastries",653,2021,6,25,3
1,3,"Foam Cup 6 Oz",653,2021,6,25,3
1,3,"Flower - Commercial Bronze",653,2021,6,25,3
1,3,"Sobe - Cranberry Grapefruit",653,2021,6,25,3
1,3,"Trueblue - Blueberry",653,2021,6,25,3
1,3,"Ecolab - Medallion",653,2021,6,25,3
1,3,"Dome Lid Clear P92008h",653,2021,6,25,3
1,3,"Curry Powder Madras",653,2021,6,25,3
1,3,"Soup - Campbells Beef Stew",653,2021,6,25,3
1,3,"Wine - Trimbach Pinot Blanc",653,2021,6,25,3
1,3,"Crab - Claws, 26 - 30",653,2021,6,25,3
1,3,"Crab Brie In Phyllo",653,2021,6,25,3
1,3,"Cognac - Courvaisier",653,2021,6,25,3
1,3,"Soup - Campbells Chili Veg",653,2021,6,25,3
1,3,"Wine - Bourgogne 2002, La",653,2021,6,25,3
1,3,"Coffee - Irish Cream",653,2021,6,25,3
1,3,"Coffee - Frthy Coffee Crisp",653,2021,6,25,3
1,3,"Coffee Cup 8oz 5338cd",653,2021,6,25,3
1,3,"Spaghetti Squash",653,2021,6,25,3
1,3,"Wine - Ej Gallo Sonoma",653,2021,6,25,3
1,3,"Chocolate Liqueur - Godet White",653,2021,6,25,3
1,3,"Chocolate - Feathers",653,2021,6,25,3
1,3,"Chilli Paste, Hot Sambal Oelek",653,2021,6,25,3
1,3,"Spice - Onion Powder Granulated",653,2021,6,25,3
1,3,"Wine - White, Gewurtzraminer",653,2021,6,25,3
1,3,"Chicken - Diced, Cooked",653,2021,6,25,3
1,3,"Cheese - St. Paulin",653,2021,6,25,3
1,3,"Cheese - Pont Couvert",653,2021,6,25,3
1,3,"Squash - Acorn",653,2021,6,25,3
1,3,"Wine - Zinfandel California 2002",653,2021,6,25,3
1,3,"Cheese - Cottage Cheese",653,2021,6,25,3
1,3,"Cardamon Ground",653,2021,6,25,3
1,3,"Carbonated Water - Strawberry",653,2021,6,25,3
1,3,"Sugar - Brown, Individual",653,2021,6,25,3
1,3,"Wine - Magnotta - Pinot Gris Sr",653,2021,6,25,3
1,3,"Carbonated Water - Peach",653,2021,6,25,3
1,3,"Bread - Multigrain Oval",653,2021,6,25,3
1,3,"Bread - Corn Muffaletta",653,2021,6,25,3
1,3,"Sugar - Splenda Sweetener",653,2021,6,25,3
1,3,"Bols Melon Liqueur",653,2021,6,25,3
1,3,"Beets - Golden",653,2021,6,25,3
1,3,"Beef - Rib Roast, Capless",653,2021,6,25,3
1,3,"Tart Shells - Savory, 2",653,2021,6,25,3
1,3,"Wine - Marlbourough Sauv Blanc",653,2021,6,25,3
1,3,"Basil - Primerba, Paste",653,2021,6,25,3
1,3,"Basil - Pesto Sauce",653,2021,6,25,3
1,3,"Bar Mix - Lime",653,2021,6,25,3
1,3,"The Pop Shoppe - Grape",653,2021,6,25,3
1,3,"Wine - White, Lindemans Bin 95",653,2021,6,25,3
1,3,"Bar - Granola Trail Mix Fruit Nut",653,2021,6,25,3
1,3,"Puree - Raspberry",653,2021,6,25,3
1,3,"Potatoes - Fingerling 4 Oz",653,2021,6,25,3
1,3,"Pepper - Roasted Red",653,2021,6,25,3
1,3,"Quail - Jumbo Boneless",653,2021,6,25,3
1,3,"Banana",653,2021,6,25,3
1,3,"Pepper - Red Bell",653,2021,6,25,3
1,3,"Pasta - Fusili, Dry",653,2021,6,25,3
1,3,"Remy Red Berry Infusion",653,2021,6,25,3
1,3,"Bagel - Whole White Sesame",653,2021,6,25,3
1,3,"Pasta - Detalini, White, Fresh",653,2021,6,25,3
1,3,"Pasta - Angel Hair",653,2021,6,25,3
1,3,"Papadam",653,2021,6,25,3
1,3,"Roe - Flying Fish",653,2021,6,25,3
1,3,"Tomatoes - Vine Ripe, Yellow",653,2021,6,25,3
1,3,"Oregano - Dry, Rubbed",653,2021,6,25,3
1,3,"Orange - Tangerine",653,2021,6,25,3
1,3,"Olives - Nicoise",653,2021,6,25,3
1,3,"Salmon Atl.whole 8 - 10 Lb",653,2021,6,25,3
1,3,"Wine - Red, Concha Y Toro",653,2021,6,25,3
1,3,"Nantucket - Pomegranate Pear",653,2021,6,25,3
1,3,"Nantucket Orange Juice",653,2021,6,25,3
1,3,"Muffin Mix - Banana Nut",653,2021,6,25,3
1,3,"Sambuca - Ramazzotti",653,2021,6,25,3
1,3,"Apricots - Halves",653,2021,6,25,3
1,3,"Muffin Hinge 117n",653,2021,6,25,3
1,3,"Mints - Striped Red",653,2021,6,25,3
1,3,"Meldea Green Tea Liquor",653,2021,6,25,3
1,3,"Saskatoon Berries - Frozen",653,2021,6,25,3
1,3,"Amaretto",653,2021,6,25,3
1,3,"Lobster - Canned Premium",653,2021,6,25,3
1,3,"Madeira",653,2021,6,25,3
1,3,"Lid - 3oz Med Rec",653,2021,6,25,3
1,3,"Seabream Whole Farmed",653,2021,6,25,3
1,8,"Crab - Claws, 26 - 30",477,2021,6,25,3
1,8,"Snapple Raspberry Tea",477,2021,6,25,3
1,8,"Sobe - Cranberry Grapefruit",477,2021,6,25,3
1,8,"Soup - Campbells Beef Stew",477,2021,6,25,3
1,8,"Soup - Campbells Chili Veg",477,2021,6,25,3
1,8,"Spaghetti Squash",477,2021,6,25,3
1,8,"Spice - Onion Powder Granulated",477,2021,6,25,3
1,8,"Squash - Acorn",477,2021,6,25,3
1,8,"Sugar - Brown, Individual",477,2021,6,25,3
1,8,"Sugar - Splenda Sweetener",477,2021,6,25,3
1,8,"Tart Shells - Savory, 2",477,2021,6,25,3
1,8,"The Pop Shoppe - Grape",477,2021,6,25,3
1,8,"Tomatoes - Vine Ripe, Yellow",477,2021,6,25,3
1,8,"Tortillas - Flour, 10",477,2021,6,25,3
1,8,"Trueblue - Blueberry",477,2021,6,25,3
1,8,"Wine - Bourgogne 2002, La",477,2021,6,25,3
1,8,"Wine - Ej Gallo Sonoma",477,2021,6,25,3
1,8,"Wine - Magnotta - Pinot Gris Sr",477,2021,6,25,3
1,8,"Wine - Marlbourough Sauv Blanc",477,2021,6,25,3
1,8,"Wine - Red, Concha Y Toro",477,2021,6,25,3
1,8,"Wine - Trimbach Pinot Blanc",477,2021,6,25,3
1,8,"Wine - White, Gewurtzraminer",477,2021,6,25,3
1,8,"Wine - White, Lindemans Bin 95",477,2021,6,25,3
1,8,"Wine - Zinfandel California 2002",477,2021,6,25,3
1,8,"Zucchini - Green",477,2021,6,25,3
1,2,"Amaretto",477,2021,6,25,3
1,2,"Apricots - Halves",477,2021,6,25,3
1,2,"Bagel - Whole White Sesame",477,2021,6,25,3
1,2,"Banana",477,2021,6,25,3
1,2,"Bar - Granola Trail Mix Fruit Nut",477,2021,6,25,3
1,2,"Bar Mix - Lime",477,2021,6,25,3
1,2,"Basil - Pesto Sauce",477,2021,6,25,3
1,2,"Basil - Primerba, Paste",477,2021,6,25,3
1,2,"Beef - Rib Roast, Capless",477,2021,6,25,3
1,2,"Beets - Golden",477,2021,6,25,3
1,2,"Bols Melon Liqueur",477,2021,6,25,3
1,2,"Bread - Corn Muffaletta",477,2021,6,25,3
1,2,"Bread - Multigrain Oval",477,2021,6,25,3
1,2,"Carbonated Water - Peach",477,2021,6,25,3
1,2,"Carbonated Water - Strawberry",477,2021,6,25,3
1,2,"Cardamon Ground",477,2021,6,25,3
1,2,"Cheese - Cottage Cheese",477,2021,6,25,3
1,2,"Cheese - Pont Couvert",477,2021,6,25,3
1,2,"Cheese - St. Paulin",477,2021,6,25,3
1,2,"Chicken - Diced, Cooked",477,2021,6,25,3
1,2,"Chilli Paste, Hot Sambal Oelek",477,2021,6,25,3
1,2,"Chocolate - Feathers",477,2021,6,25,3
1,2,"Chocolate Liqueur - Godet White",477,2021,6,25,3
1,2,"Coffee Cup 8oz 5338cd",477,2021,6,25,3
1,2,"Coffee - Frthy Coffee Crisp",477,2021,6,25,3
1,2,"Coffee - Irish Cream",477,2021,6,25,3
1,2,"Cognac - Courvaisier",477,2021,6,25,3
1,2,"Crab Brie In Phyllo",477,2021,6,25,3
1,2,"Crab - Claws, 26 - 30",477,2021,6,25,3
1,2,"Curry Powder Madras",477,2021,6,25,3
1,2,"Dome Lid Clear P92008h",477,2021,6,25,3
1,2,"Ecolab - Medallion",477,2021,6,25,3
1,2,"Flower - Commercial Bronze",477,2021,6,25,3
1,2,"Foam Cup 6 Oz",477,2021,6,25,3
1,2,"French Pastries",477,2021,6,25,3
1,2,"Fruit Salad Deluxe",477,2021,6,25,3
1,2,"Garlic - Peeled",477,2021,6,25,3
1,2,"Hipnotiq Liquor",477,2021,6,25,3
1,2,"Honey - Liquid",477,2021,6,25,3
1,2,"Ice Cream - Super Sandwich",477,2021,6,25,3
1,2,"Island Oasis - Magarita Mix",477,2021,6,25,3
1,2,"Juice - Apple, 341 Ml",477,2021,6,25,3
1,2,"Lamb Shoulder Boneless Nz",477,2021,6,25,3
1,2,"Lemonade - Strawberry, 591 Ml",477,2021,6,25,3
1,2,"Lid - 3oz Med Rec",477,2021,6,25,3
